entry,exit,code,hold,actual_ret,bp,prod_triggered,prod_sim_ret,A_triggered,A_sim_ret,B_triggered,B_sim_ret,fwd5,fwd20,yr
2022-01-11,2022-01-12,600267,1,0.0107680187912255,8,False,,False,,False,,0.16386817394261644,-0.07708600392154186,2022
2022-01-11,2022-01-13,603139,2,0.0183259584887462,1,False,,False,,False,,-0.12386302595719023,-0.21104083431965892,2022
2021-12-31,2022-01-18,002841,18,-0.0121653433647301,0,True,-0.08173575129533683,True,-0.08173575129533683,True,-0.05725388601036274,-0.032347575906006676,0.10674059824928017,2022
2021-10-11,2022-01-20,002027,101,0.0519571964232912,0,True,-0.05277874868926957,True,-0.05277874868926957,True,-0.001747640685075158,-0.011915110550264285,0.04943656559203968,2022
2021-12-31,2022-01-27,600030,27,-0.0056390998402729,0,False,,False,,True,-0.05424368385365996,0.023663506669664658,-0.06653310073669527,2022
2022-01-21,2022-01-28,300677,7,-0.1300149552840674,0,True,-0.09398235007991107,True,-0.09398235007991107,True,-0.0522896254603572,-0.00033461074083429576,-0.063488644379187,2022
2022-01-11,2022-01-28,603456,17,-0.1251308616512672,0,True,-0.07670396744659203,True,-0.07670396744659203,True,-0.07670396744659203,-0.08185853602920512,0.09747156525611778,2022
2022-01-21,2022-02-09,002422,19,-0.2015875307598831,0,True,-0.10829262550762142,True,-0.10829262550762142,True,-0.06415160967571043,-0.00036265106411270676,-0.09991046700070583,2022
2022-02-08,2022-02-09,300661,1,-0.039382831214602,0,False,,False,,False,,0.1134362663757682,0.11787033263293023,2022
2022-02-08,2022-02-10,688617,2,0.0194545790896019,0,False,,False,,False,,-0.04122773317943007,-0.05858062350322124,2022
2022-01-21,2022-02-23,603506,33,-0.0540545947934325,0,True,-0.09212075904854522,True,-0.09212075904854522,True,-0.05633283826709612,0.007801779354007277,-0.027562335317475206,2022
2022-01-21,2022-02-25,300314,35,0.0566100653132335,7,True,-0.08412829565086766,True,-0.08412829565086766,True,-0.0645985127319163,0.03253293166196847,-0.17379543083570959,2022
2022-02-18,2022-02-25,688617,7,0.0513991524615733,0,False,,False,,False,,0.03840980039584774,0.08293687725661547,2022
2022-01-11,2022-02-28,300012,48,-0.2058153292190506,7,True,-0.06999573196756292,True,-0.06999573196756292,True,-0.04353393085787449,-0.016715784012885093,0.004648631914762946,2022
2022-02-18,2022-03-01,002240,11,0.1069209981612411,1,False,,False,,False,,-0.06243157937495203,-0.06807002881302782,2022
2022-03-01,2022-03-07,605116,6,0.2306590545097127,4,False,,False,,False,,-0.1204280083032504,-0.1614300195701539,2022
2022-03-01,2022-03-08,000153,7,-0.0053507543598994,0,False,,False,,False,,-0.07323054383543526,-0.023742854428589366,2022
2022-02-18,2022-03-08,000513,18,-0.0506654222770864,7,True,-0.013642131979695438,True,-0.013642131979695438,True,0.0038071065989848663,0.021932569650477074,0.04218891394483726,2022
2022-02-08,2022-03-08,002294,28,-0.0358333456563471,0,False,,False,,True,-0.013544018058690654,-0.026869062022693457,-0.04730713422842203,2022
2022-02-18,2022-03-08,300077,18,-0.0609815726837204,0,True,-0.06632173095014116,True,-0.06632173095014116,True,-0.02539981185324569,-5.010986547038243e-06,0.02313370606306031,2022
2022-01-11,2022-03-08,300281,56,-0.0331343619282943,0,True,-0.056478405315614766,True,-0.056478405315614766,True,-0.029900332225913706,-0.08213299527444085,-0.00578546253386758,2022
2022-01-21,2022-03-08,300550,46,-0.113629585091472,6,True,-0.1153402537485585,True,-0.1153402537485585,True,-0.1153402537485585,-0.06913562300735498,-0.04427706072238202,2022
2022-03-01,2022-03-08,300683,7,-0.0637886624504836,0,False,,False,,False,,0.033544288159335967,-0.059968728808039495,2022
2022-03-01,2022-03-08,300813,7,-0.0825781808132815,1,False,,False,,False,,-0.03151977308767551,0.2236100330914219,2022
2021-10-11,2022-03-08,600226,148,0.0397787841307593,1,True,-0.049107142857143016,True,-0.049107142857143016,True,-0.049107142857143016,-0.030280284408837344,0.06356355903546862,2022
2022-01-21,2022-03-08,600267,46,-0.154850867526751,0,True,-0.10006540222367544,True,-0.10006540222367544,True,-0.10006540222367544,0.07794301513648438,-0.01031404068644659,2022
2022-01-11,2022-03-08,600513,56,-0.0598310216503684,1,True,-0.15006385696040891,True,-0.15006385696040891,True,-0.1117496807151982,0.004486360073274076,0.06606139718162907,2022
2022-02-08,2022-03-08,600873,28,0.0926157639651745,0,False,,False,,True,0.06148760211011006,0.04519098658226084,0.1369702707849647,2022
2022-02-08,2022-03-08,600986,28,-0.0106312698946355,0,True,-0.001686340640809525,True,-0.001686340640809525,True,0.03372681281618872,-0.011227635810413639,0.20888776681836352,2022
2021-12-10,2022-03-08,603309,88,-0.1080751950589905,6,True,0.10082709728239458,True,0.15596691610870383,True,-0.04096100827097282,0.00431696220996991,0.05488512951893232,2022
2022-03-01,2022-03-08,688687,7,-0.0656790275806408,1,False,,False,,False,,-0.05016841397016791,0.015392352068928306,2022
2022-06-28,2022-06-30,300122,2,0.0088080207750222,0,False,,False,,False,,0.032795084300603516,-0.049627128800573184,2022
2022-06-20,2022-07-01,000995,11,0.0109172776659305,0,False,,False,,False,,-0.004230671841597755,0.030647413207733232,2022
2022-06-20,2022-07-01,002559,11,0.1370574802949651,8,True,0.12641815235008091,True,0.16045380875202597,True,0.16045380875202597,0.021311152122786226,0.1721866632318345,2022
2022-06-20,2022-07-01,600133,11,0.0496077318569203,0,False,,False,,False,,-0.04225095962044556,0.06117766245078071,2022
2022-06-20,2022-07-01,600850,11,-0.0204763162195842,6,False,,False,,False,,-0.02787957755258219,0.03796815159715372,2022
2022-06-08,2022-07-05,002422,27,0.0533500555955293,0,False,,False,,True,-0.008172502671779824,0.018737281296216324,0.1673553754037873,2022
2022-06-28,2022-07-08,300813,10,-0.0037178120846268,0,False,,False,,False,,-0.0377544372651184,-0.12933574707621665,2022
2022-06-28,2022-07-11,600521,13,0.0711335586868273,0,False,,False,,False,,-0.07007596408927641,-0.0823777519234703,2022
2022-06-20,2022-07-13,600332,23,-0.0165785353527773,0,False,,False,,True,-0.024937655860349017,-0.029423436883269982,-0.06096096043727517,2022
2022-07-08,2022-07-13,600366,5,-0.1127174159641843,0,False,,False,,True,-0.05515587529976018,0.11988064898220152,0.2111939942069041,2022
2022-06-20,2022-07-13,600741,23,-0.0791711863286598,0,True,0.013626834381551545,True,0.013626834381551545,True,0.013626834381551545,0.028965057354755075,-0.030387336413905452,2022
2022-06-08,2022-07-13,603309,35,0.0772338928247926,7,False,,False,,False,,0.05157162808617266,0.08131905745211832,2022
2022-07-08,2022-07-13,605128,5,-0.0888615158685759,0,False,,False,,True,-0.07943597487428866,0.27921787812540133,0.398873164265388,2022
2022-06-28,2022-07-18,300272,20,-0.0924737110633723,0,True,-0.08831646734130638,True,-0.08831646734130638,True,-0.05519779208831643,0.07024624640629029,0.06820962176993195,2022
2022-07-08,2022-07-18,300606,10,-0.0216841088329299,0,False,,False,,False,,0.06318038737491238,0.39509584603643777,2022
2022-07-08,2022-07-18,300946,10,-0.0231888148848595,4,False,,False,,True,-0.05824629863422481,0.10523577866874079,0.10291945093392219,2022
2022-07-08,2022-07-18,601882,10,0.0303133342235983,0,False,,False,,False,,0.05365859122428951,0.0931518012749839,2022
2022-06-28,2022-07-21,002940,23,0.0969411610314912,0,False,,False,,True,0.06744338508219472,-0.0683344852695913,-0.11796673029982363,2022
2022-07-19,2022-07-21,300196,2,0.0475996545956709,7,False,,False,,False,,-0.07759952324074681,-0.01864911683132109,2022
2022-07-19,2022-07-21,300819,2,-0.0241236706667949,5,False,,False,,False,,0.013380243249099477,-0.06295854670722889,2022
2022-07-19,2022-07-21,600378,2,-0.0230025080768042,0,False,,False,,False,,0.1062129089881294,0.05546674788646411,2022
2022-07-19,2022-07-21,603681,2,0.0137773685195259,0,False,,False,,False,,0.1293029275765194,0.19898768172824655,2022
2022-07-19,2022-08-04,000060,16,-0.0359766948004607,7,False,,False,,True,-0.03429691327780515,0.028722609712029223,0.03628304045464548,2022
2022-07-08,2022-08-04,002488,27,0.0222044210455107,0,True,0.04802414928649834,True,0.04802414928649834,True,0.07409440175631166,0.028272669647583903,-0.07172353591299196,2022
2022-07-29,2022-08-04,300127,6,-0.0395660278833351,0,False,,False,,True,-0.046383213694091596,0.01518755824995588,-0.1533483304030554,2022
2022-07-29,2022-08-04,300179,6,-0.0945205866060604,0,True,-0.08563218390804594,True,-0.08563218390804594,True,-0.06034482758620674,0.09891828511188505,-0.13558414122300078,2022
2022-07-29,2022-08-04,300196,6,-0.0665637053894271,6,False,,False,,True,-0.07073170731707301,0.043203920782296734,-0.014165700651369462,2022
2022-07-19,2022-08-04,603920,16,0.0853009833646776,0,False,,False,,True,-0.03905160390516027,-0.034426959984640404,-0.07951709527555095,2022
2022-07-29,2022-08-04,688625,6,0.0154548425122229,0,False,,False,,False,,0.09365893465660724,0.2573464825197247,2022
2022-08-10,2022-08-11,002923,1,0.0024040399692051,0,False,,False,,False,,0.020468376155348356,0.04935548095728448,2022
2022-08-10,2022-08-11,300573,1,0.0595627198020822,1,False,,False,,False,,0.007368695106441336,-0.10003302417797921,2022
2022-08-10,2022-08-11,600062,1,-0.0182941294660782,1,False,,False,,False,,-0.018295363731484215,-0.02740755527752059,2022
2022-08-10,2022-08-11,605116,1,-0.0191753007254037,0,False,,False,,False,,-0.005573005211243598,-0.09147326566897651,2022
2022-08-10,2022-08-11,688166,1,-0.0059621792578177,0,False,,False,,False,,-0.014079693904428758,-0.07085394223096886,2022
2022-08-22,2022-08-25,002109,3,0.0445039247856655,0,False,,False,,False,,-0.05727647916826861,-0.046992222577376785,2022
2022-08-22,2022-08-25,002402,3,-0.0514707726356072,0,False,,False,,True,-0.07270285320121783,-0.11993346809214411,-0.2046408538478801,2022
2022-08-22,2022-08-25,600285,3,0.0681563229405892,1,False,,False,,False,,-0.003240484357378226,-0.16441861880171726,2022
2022-08-22,2022-08-25,600900,3,-0.0145712869377478,0,False,,False,,False,,0.04033866286881116,0.01172943904374324,2022
2022-08-22,2022-08-25,600989,3,0.0251644279462097,1,False,,False,,False,,-0.016965667606801627,0.02666771007122537,2022
2022-08-22,2022-08-25,605028,3,-0.038538087027517,0,False,,False,,False,,-0.07746226871927275,-0.13690413284818548,2022
2022-08-30,2022-09-08,002550,9,0.0783241129375991,0,False,,False,,False,,0.006593206815801889,-0.06051300697191819,2022
2022-08-30,2022-09-09,688621,10,-0.0759801285246702,7,True,-0.0910255188983794,True,-0.0910255188983794,True,-0.04551275944918998,-0.040919559434622776,-0.09600527631859324,2022
2022-08-30,2022-09-19,000952,20,-0.0742217941372432,0,True,-0.003978779840848712,True,-0.003978779840848712,True,0.049071618037135334,-0.006098323768041536,0.11316987737979334,2022
2022-09-09,2022-09-19,002353,10,-0.0573965528280913,0,False,,False,,True,-0.07669059431666758,-0.011670190122822222,-0.09131785321248709,2022
2022-09-09,2022-09-19,002623,10,-0.1107253133052535,7,True,-0.08567251461988312,True,-0.08567251461988312,True,-0.07017543859649122,-0.0025417928860675953,-0.05826031720983582,2022
2022-08-30,2022-09-19,300012,20,-0.0417100724085359,0,False,,False,,True,-0.028585040495473946,-0.02862904563239488,-0.0009743565400787135,2022
2022-08-30,2022-09-19,300233,20,-0.1324603286136977,0,True,-0.1064278187565858,True,-0.1064278187565858,True,-0.05655075518089203,-0.01912370039363731,0.03481040881738151,2022
2022-08-30,2022-09-19,600513,20,-0.0546340322173936,0,False,,False,,True,-0.05579258286839517,-0.05357164078720633,0.08692379715261489,2022
2022-09-09,2022-09-19,600674,10,-0.0684164171934224,0,False,,False,,True,-0.05686789151356064,0.013976921995389135,-0.024950894022715553,2022
2022-09-09,2022-09-19,600900,10,-0.0129030895200803,0,False,,False,,False,,-0.009052394551844145,-0.057308668170202415,2022
2022-09-09,2022-09-19,688556,10,-0.1613337380434563,0,True,-0.15626384850109054,True,-0.15626384850109054,True,-0.15626384850109054,-0.019017619473914005,0.0877892211345459,2022
2022-09-09,2022-09-19,688578,10,-0.0434110639842415,0,False,,False,,False,,-0.07818021960457167,0.0812523367261524,2022
2022-09-21,2022-09-22,002756,1,-0.0015647374670421,0,False,,False,,False,,-0.10107547636653424,-0.13951704212713434,2022
2022-09-21,2022-09-22,002937,1,-0.0030711469657291,1,False,,False,,False,,-0.07442425899822291,0.2876170087277343,2022
2022-10-21,2022-10-27,688356,6,0.0043921924652783,0,False,,False,,True,-0.055448251915189095,-0.03479493822149993,0.005448017666447091,2022
2022-10-21,2022-10-31,601007,10,0.1223057356474002,0,False,,False,,False,,0.1628432987848072,0.009921440314476282,2022
2022-11-02,2022-11-15,002756,13,0.0893231950787714,1,False,,False,,False,,-0.1010356374234217,-0.22787364272523158,2022
2022-11-22,2022-11-25,002460,3,-0.0336054642290558,0,False,,False,,False,,0.01917519207852325,-0.09644389825844868,2022
2022-11-14,2022-11-25,600513,11,0.040330635537388,0,False,,False,,True,-0.01612740651144018,-0.018344997598919832,-0.04787304974043183,2022
2022-11-22,2022-11-25,600809,3,-0.0337605761357665,0,False,,False,,False,,0.046478338731363866,0.13543603244318558,2022
2022-11-02,2022-11-25,601998,23,0.1732476703385479,0,False,,False,,False,,0.012282411274996852,-0.0018193720092311017,2022
2022-11-14,2022-11-25,688166,11,-0.0080696709421408,0,True,-0.04330566582461226,True,-0.04330566582461226,True,-0.009924215084807009,0.05520338509493539,-0.04047567832040855,2022
2022-12-05,2022-12-06,603757,1,-0.004567483887238,0,False,,False,,False,,-0.06669709371093857,-0.10803941514124071,2022
2022-12-13,2022-12-15,000155,2,-0.0046649897546401,0,False,,False,,False,,-0.024748212914801004,-0.024211770787691322,2022
2022-12-23,2022-12-27,002560,4,0.0384195150254833,7,False,,False,,False,,0.04445762830172617,0.7187846480087225,2022
2022-12-13,2022-12-27,002594,14,-0.0344400802050831,0,False,,False,,True,-0.06763598060356679,-0.010735060726070222,0.02703302964508958,2022
2022-12-23,2022-12-27,603259,4,0.0168093110237514,0,False,,False,,False,,0.0506045699510691,0.269053543631498,2022
2022-12-05,2022-12-27,603856,22,-0.0899317125972828,0,True,-0.08084294667998915,True,-0.08084294667998915,True,-0.0526841674993187,0.08077002969378055,0.11566896044318775,2022
2023-01-04,2023-01-16,300573,12,0.2521801030842756,0,True,0.1705639614855572,True,0.1705639614855572,True,0.1705639614855572,-0.0023855605414625503,0.019062444380418153,2023
2023-01-04,2023-01-16,300969,12,0.0840366708266173,0,False,,False,,False,,-0.03262105643058022,0.09463204701299954,2023
2023-01-04,2023-01-31,300233,27,-0.0151123182041361,0,False,,False,,False,,0.003222455115153622,0.010775502828598293,2023
2023-01-16,2023-02-15,002372,30,0.0653559587113672,0,False,,False,,True,-0.04446690247599794,0.039686991705473185,0.008254594281819294,2023
2023-01-04,2023-02-17,300314,44,0.1022359222009381,0,True,0.053269512854165146,True,0.053269512854165146,True,0.06716590751177343,0.13338854742670114,0.20609882160646897,2023
2023-01-04,2023-02-22,601168,49,0.2322684808070108,1,False,,False,,False,,-0.06719910630184744,-0.0990991368646379,2023
2023-02-21,2023-02-28,300488,7,-0.0032887475065083,0,False,,False,,False,,-0.006345041731071199,-0.03400058307884746,2023
2023-01-16,2023-02-28,300564,43,0.1621244457253134,0,False,,False,,False,,-0.026087382471407405,0.056024328871724594,2023
2023-01-31,2023-02-28,301038,28,0.030723122273641,0,False,,False,,True,0.009702395197961566,0.1300181062663408,0.04231190738964452,2023
2023-01-16,2023-02-28,601890,43,0.2341658715880528,0,True,0.2099125364431489,True,0.2344023323615163,True,0.2344023323615163,0.03405979278806637,-0.08942454541981737,2023
2023-01-16,2023-03-01,603017,44,0.0146724744377177,0,False,,False,,True,0.023702031602708784,0.05910947956891688,0.15010956942835785,2023
2023-01-16,2023-03-01,605122,44,0.101425365665269,0,False,,False,,False,,0.013735613053279971,-0.07480024834875332,2023
2023-02-21,2023-03-03,688059,10,-0.0801386673328191,0,True,-0.08374185503490295,True,-0.08374185503490295,True,-0.05018398757931031,0.010968545882051206,-0.07344610409912478,2023
2023-02-21,2023-03-06,002906,13,-0.0132281417694305,1,False,,False,,False,,-0.08204099398237896,-0.047265277229262104,2023
2023-03-03,2023-03-10,002293,7,-0.0227691074966892,0,False,,False,,True,-0.0501893939393937,0.02936943849880458,-0.036485889751611045,2023
2023-03-03,2023-03-10,300384,7,0.0086684392403382,0,False,,False,,False,,-0.0537937914232548,0.004736995366831032,2023
2023-03-03,2023-03-13,002182,10,-0.088697046666712,0,False,,False,,True,-0.05769996020692392,-0.03497574803053305,-0.04386412929867278,2023
2023-03-03,2023-03-13,301061,10,-0.0837114352699721,4,False,,False,,True,-0.051187688190029945,-0.03639979554129125,-0.0021745228087780566,2023
2023-01-31,2023-03-13,600769,41,-0.0354640178001427,0,True,-0.08202653799758752,True,-0.08202653799758752,True,-0.027744270205066424,0.023328199572892228,-0.08582680838154955,2023
2023-02-21,2023-03-16,688210,23,0.0388650641702499,0,False,,False,,False,,0.020687897100112318,0.03999616221587865,2023
2023-03-14,2023-03-17,605499,3,-0.040970382793618,0,False,,False,,False,,-0.01972700642363978,-0.09330305197324862,2023
2023-02-21,2023-03-24,601882,31,0.0397327808107383,0,True,-0.028792134831460703,True,-0.028792134831460703,True,-0.01790730337078661,-0.05824190316530986,0.07147965681083512,2023
2023-03-14,2023-03-24,688195,10,0.268414701708775,7,False,,False,,False,,-0.04705664263596532,0.09946885446363751,2023
2023-03-24,2023-03-27,002065,3,0.0079536093080305,8,False,,False,,False,,0.14359773393638076,0.06171048879031926,2023
2023-03-14,2023-03-27,603369,13,-0.010011983888183,0,False,,False,,True,-0.05046033994334265,0.04686151124931559,-0.0738241043426674,2023
2023-03-24,2023-03-28,300384,4,0.0737950314050419,5,False,,False,,False,,-0.03116708904295762,-0.17132790386183494,2023
2023-03-24,2023-03-29,688258,5,0.187555221282367,0,False,,False,,False,,0.21884771464274455,0.25017958665102613,2023
2023-01-31,2023-03-30,603637,58,0.0764817645496493,0,False,,False,,False,,0.001001056678026302,-0.09143646495931246,2023
2023-03-24,2023-04-03,600018,10,-0.016231969252919,0,False,,False,,False,,-0.013482234467485199,0.04031277791474075,2023
2023-01-16,2023-04-03,603856,77,-0.0577024616425148,0,True,-0.04163344848968009,True,-0.04163344848968009,True,-0.008858180529719206,-0.012196152187794684,0.10506961617544452,2023
2023-03-14,2023-04-03,688278,20,0.0318269696830129,0,False,,False,,True,-0.05653523227560309,0.07910848615429367,0.004929454512961673,2023
2023-02-21,2023-04-14,002488,52,-0.1142369002881832,0,True,-0.1035224522721161,True,-0.1035224522721161,True,-0.06722237160527011,-0.0019835253499669303,-0.0348130146476654,2023
2023-03-03,2023-04-14,603025,42,-0.2603277601948165,4,True,-0.12673267326732685,True,-0.12673267326732685,True,-0.07029702970297025,-0.01696386262061178,-0.07301416869926114,2023
2023-04-04,2023-04-17,688002,13,0.0331748454300671,0,False,,False,,True,0.02213088839709121,-0.06654183047758688,-0.0010395739650292946,2023
2023-04-04,2023-04-21,300450,17,-0.0642814893289895,0,False,,False,,True,-0.036753935068047916,0.006782880065927754,-0.035341926631391574,2023
2023-04-14,2023-04-24,603176,10,-0.019286889648724,0,False,,False,,False,,0.06570502181723059,-0.05193869523172534,2023
2023-02-10,2023-04-25,300993,74,-0.0545404671851673,0,True,-0.07612667478684543,True,-0.07612667478684543,True,-0.04567600487210699,0.018737850351596252,0.11411351329603603,2023
2023-04-14,2023-04-26,603637,12,-0.0709898416759061,4,False,,False,,True,-0.050480769230769273,0.025353145541509026,-0.004125757392809515,2023
2023-04-25,2023-04-28,000887,3,0.0136677798115139,0,False,,False,,False,,0.012831012831012734,0.07471107471107463,2023
2023-03-14,2023-04-28,002541,45,-0.0028034708032641,4,True,-0.022215365627892725,True,-0.022215365627892725,True,-0.022215365627892725,-0.10695007064266016,-0.13363116399914665,2023
2023-04-25,2023-04-28,300041,3,0.0572115121497975,2,False,,False,,False,,-0.019937583633744427,0.004513318828322177,2023
2023-04-25,2023-04-28,300154,3,0.0659593157446229,0,False,,False,,False,,0.12680991695674115,0.21068249977229114,2023
2023-04-25,2023-04-28,688212,3,-0.0620670861357263,1,False,,False,,False,,-0.02309861797956425,0.08464090883468556,2023
2023-04-25,2023-05-04,300753,9,-4.67360037859077e-06,0,False,,False,,False,,-0.0542037173529627,0.6840760813377624,2023
2023-03-03,2023-05-15,600582,73,0.011952751669606,0,True,-0.0953895071542129,True,-0.0953895071542129,True,-0.0408812173518055,0.0010009855657251432,-0.010238639244130265,2023
2023-04-14,2023-05-23,603616,39,-0.0574425917140696,7,True,-0.09328358208955245,True,-0.09328358208955245,True,-0.04850746268656714,0.09325013330118281,0.008852008109170528,2023
2023-05-16,2023-05-24,603088,8,0.0238123697458738,0,False,,False,,False,,0.010814755206659088,0.04025596166898904,2023
2023-04-04,2023-05-30,601456,56,-0.1170600289879154,8,True,-0.1051486584481508,True,-0.1051486584481508,True,-0.05438723712835403,-0.03030637052719687,-0.08457247979601479,2023
2023-04-04,2023-06-02,688505,59,-0.0312282564382366,6,True,-0.012195121951219412,True,-0.012195121951219412,True,0.03455284552845517,-0.0852921624200611,-0.08960682203128711,2023
2023-04-25,2023-06-14,300580,50,0.4410882112614493,0,False,,True,0.32999528578163195,True,0.0028571020413996617,0.20210165449670603,0.06593976061787465,2023
2023-05-16,2023-06-16,603105,31,0.1045913724507248,0,True,-0.07300736771600791,True,-0.07300736771600791,True,-0.04085733422638971,-0.0008447572907631651,0.036685088648438446,2023
2023-05-26,2023-06-16,688301,21,0.0008000354764323,0,True,0.010190986638484167,True,0.010190986638484167,True,0.05461613950328381,-0.04014246750320449,-0.013137501520201655,2023
2023-05-26,2023-07-03,300509,38,0.1290593103872208,0,True,-0.009646302250803984,True,-0.009646302250803984,True,0.01768488745980723,-0.030103539425975545,-0.059794247402731204,2023
2023-06-16,2023-07-03,300996,17,-0.0263402747071955,1,True,-0.07260529808306826,True,-0.07260529808306826,True,-0.07260529808306826,-0.01101138899083598,-0.13046794610191514,2023
2023-05-05,2023-07-06,603983,62,-0.1388945893764406,0,True,-0.05153804641122517,True,-0.05153804641122517,True,-0.013221802482460965,-0.1053117255954451,-0.07674017282946222,2023
2023-07-07,2023-07-18,000333,11,-0.0131288263864379,0,False,,False,,False,,-0.00988604937834514,-0.03307136893067464,2023
2023-07-18,2023-07-26,605086,8,0.0214146904547407,0,False,,False,,False,,-0.004984609105444737,-0.001991811587188752,2023
2023-04-04,2023-07-28,603040,115,0.1419987886312554,0,True,-0.0892641737032569,True,-0.0892641737032569,True,-0.056091676718938555,0.005978833261830241,-0.024793348772269796,2023
2023-06-06,2023-08-07,600880,62,-0.1381757974268931,0,True,-0.09857789269553985,True,-0.09857789269553985,True,-0.03716871363930174,-0.056146355957948146,0.0010010326461604713,2023
2023-06-16,2023-08-09,603613,54,0.0208252244265028,1,False,,False,,True,-0.11317347316482185,-0.06165662323911025,-0.0905358676119552,2023
2023-06-06,2023-08-11,003006,66,-0.1218331451958401,0,True,-0.13350286077558804,True,-0.13350286077558804,True,-0.03814367450731082,-0.07512343317249892,-0.09148663397021639,2023
2023-07-28,2023-08-17,002167,20,-0.0503106718738415,6,False,,False,,True,-0.03804347826086962,-0.04410225767692422,0.002455927641703548,2023
2023-07-18,2023-08-17,300871,30,-0.070852478514629,0,True,-0.08072433286122516,True,-0.08072433286122516,True,-0.047836641695540916,-0.03869136202132617,-0.018519837080834933,2023
2023-07-28,2023-08-17,603088,20,0.0225324554740073,0,False,,False,,True,0.008641975308642191,0.017431563186135257,0.07683439979451845,2023
2023-08-08,2023-08-17,603590,9,0.0573495433973896,0,False,,False,,False,,-0.03605058694496921,0.04382297815694458,2023
2023-08-08,2023-08-17,688366,9,0.0320555521992542,0,False,,False,,False,,0.13156632839025395,0.3241353084060874,2023
2023-07-07,2023-08-17,688505,41,0.1094123014389345,0,False,,False,,False,,-0.0455571889408114,0.06448943228995985,2023
2023-08-18,2023-08-21,600809,3,-0.0227644986615183,0,False,,False,,False,,0.0270215544817185,0.12358463305925871,2023
2023-08-18,2023-08-21,688789,3,-0.0196983978111338,0,False,,False,,False,,0.02481486995830151,0.03360768555430682,2023
2023-09-05,2023-09-06,300442,1,-0.004029034112079,0,False,,False,,False,,-0.02104440757338888,-0.07493321972061218,2023
2023-09-05,2023-09-06,300605,1,0.0007994780698845,0,False,,False,,False,,0.05276482343168154,0.00799608675418817,2023
2023-09-05,2023-09-06,300668,1,-0.0263272245849212,0,False,,False,,False,,-0.02713745031905479,0.04477204719351646,2023
2023-09-05,2023-09-06,600455,1,-0.0112622066712748,0,False,,False,,False,,-0.016051807771769955,-0.01221492140692837,2023
2023-09-05,2023-09-06,603613,1,-0.0241628735733538,0,False,,False,,False,,-0.032251087835344916,-0.06351371751967494,2023
2023-09-05,2023-09-06,603927,1,-0.0228991918966882,0,False,,False,,False,,0.024860536384864407,-0.01949380273160095,2023
2023-11-16,2023-11-17,002284,1,-0.0256194215990919,0,False,,False,,False,,0.05863443275934044,-0.09505461574058316,2023
2023-11-16,2023-11-17,002674,1,0.0030894733257611,0,False,,False,,False,,0.025539493691849824,-0.0066143848232409486,2023
2023-11-16,2023-11-17,300681,1,0.0052482966814357,0,False,,False,,False,,-0.0014042415441184453,-0.08414427441710515,2023
2023-11-16,2023-11-17,300863,1,-0.0273900036227685,0,False,,False,,False,,0.016760681016597223,-0.06662614300336367,2023
2023-11-16,2023-11-17,603798,1,-0.0124263856888447,0,False,,False,,False,,0.021084413623095877,-0.005341166439613687,2023
2023-11-16,2023-11-17,603960,1,-0.0228453994439041,0,False,,False,,False,,0.017685490750946276,0.0030031635186551497,2023
2024-02-23,2024-03-04,301257,10,0.0347686385021084,0,False,,False,,True,-0.026613107787244794,-0.030613992551166702,0.012232625209935621,2024
2024-02-23,2024-03-04,301333,10,-0.0090531721847548,2,False,,False,,False,,-0.0822805634727869,0.014847310474269682,2024
2024-02-23,2024-03-04,688166,10,0.1246576650289141,0,False,,False,,False,,-0.022609058455580255,-0.033250222761997406,2024
2024-02-23,2024-03-08,301187,14,0.0732092931871926,0,True,-0.05370101596516674,True,-0.05370101596516674,True,-0.05370101596516674,0.06693943618303111,0.23739721592824892,2024
2024-02-23,2024-03-11,002940,17,0.0066484740408527,0,True,-0.028169014084507005,True,-0.028169014084507005,True,-0.028169014084507005,0.06052532595415072,0.040683879257159994,2024
2024-03-05,2024-03-19,300727,14,0.6455032060691184,0,False,,False,,False,,-0.19609671247487415,-0.3548698929849443,2024
2024-03-05,2024-03-26,300871,21,0.1737439795786242,0,False,,False,,False,,0.2208812975091099,0.2460104703477457,2024
2024-03-05,2024-03-27,000426,22,0.1320055980965628,0,False,,False,,False,,0.0669380209233057,0.23321407613213196,2024
2024-03-05,2024-03-27,300501,22,0.0802493616474078,0,False,,False,,True,0.05664263645726053,0.244512851928691,-0.015728819871184352,2024
2024-03-15,2024-04-01,300488,17,-0.020118851275732,0,False,,False,,True,-0.06122448979591821,0.002389390796131874,0.01673568401620562,2024
2024-03-15,2024-04-01,688059,17,-0.0922802581819717,0,True,-0.07539866852453958,True,-0.07539866852453958,True,-0.07539866852453958,-0.04000427700994247,-0.05029778010405295,2024
2024-02-23,2024-04-02,002038,39,0.0002675535172718,0,True,-0.03167420814479627,True,-0.03167420814479627,True,-0.02149321266968318,-0.04661172240586953,-0.0432108129733102,2024
2024-03-05,2024-04-02,002895,28,0.1065299982384273,0,True,-0.07542942494398763,True,-0.07542942494398763,True,-0.014189693801343939,0.009239697648394607,0.014732158587977606,2024
2024-03-15,2024-04-02,601882,18,0.0040413385531306,0,True,-0.09504878930249372,True,-0.09504878930249372,True,-0.0672208167690641,-0.013675343609652613,0.02094574314651365,2024
